u,v,key,osmid,highway,lanes,maxspeed,oneway,ref,reversed,length,geometry,name,bridge,access,tunnel,junction
83939151,83939145,0,10168489,residential,,,FALSE,,TRUE,251.3372012,"LINESTRING (-73.406857 41.4198387, -73.4078297 41.4198774, -73.4079218 41.419948, -73.408078 41.4202558, -73.4081821 41.4203144, -73.4083499 41.4203114, -73.4092061 41.4200653, -73.4094592 41.4200465)",Deepwood Drive,,,,
83939513,83939514,0,10168526,residential,,,FALSE,,FALSE,59.67868367,"LINESTRING (-73.4426446 41.4219874, -73.4429088 41.4224862)",Caye Road,,,,
83939514,83939513,0,10168526,residential,,,FALSE,,TRUE,59.67868367,"LINESTRING (-73.4429088 41.4224862, -73.4426446 41.4219874)",Caye Road,,,,
83939514,83939520,0,10168526,residential,,,FALSE,,FALSE,348.5583503,"LINESTRING (-73.4429088 41.4224862, -73.443232 41.4230805, -73.4432937 41.4232093, -73.4433742 41.4233108, -73.4445651 41.424238, -73.4447773 41.4244394, -73.4448574 41.4245377, -73.4449071 41.4246721, -73.4449299 41.424782, -73.4449165 41.4249148, -73.4448588 41.4251048)",Caye Road,,,,
83939514,83998229,0,10176803,residential,,,FALSE,,TRUE,264.8542044,"LINESTRING (-73.4429088 41.4224862, -73.4427184 41.4224963, -73.4423952 41.4225848, -73.4422293 41.4226599, -73.4421015 41.4227748, -73.4419768 41.4230303, -73.4418333 41.4232998, -73.4416804 41.4234727, -73.4415033 41.4235813, -73.4413303 41.4236306, -73.4411882 41.4236457, -73.4405284 41.4235874)",Diamond Road,,,,
83939520,83939514,0,10168526,residential,,,FALSE,,TRUE,348.5583503,"LINESTRING (-73.4448588 41.4251048, -73.4449165 41.4249148, -73.4449299 41.424782, -73.4449071 41.4246721, -73.4448574 41.4245377, -73.4447773 41.4244394, -73.4445651 41.424238, -73.4433742 41.4233108, -73.4432937 41.4232093, -73.443232 41.4230805, -73.4429088 41.4224862)",Caye Road,,,,
83939520,84002368,0,10176403,residential,,,FALSE,,FALSE,244.200873,"LINESTRING (-73.4448588 41.4251048, -73.4466358 41.4253663, -73.4469804 41.4254025, -73.4477502 41.4253881)",Hawley Road,,,,
83939520,84002364,0,10176403,residential,,,FALSE,,TRUE,138.5936874,"LINESTRING (-73.4448588 41.4251048, -73.4444015 41.4250606, -73.4440595 41.4250582, -73.4436706 41.4250928, -73.4432146 41.4251702)",Hawley Road,,,,
83940146,83940147,0,10168594,residential,,,FALSE,,TRUE,165.5860231,"LINESTRING (-73.4383031 41.4109049, -73.4384154 41.4108651, -73.4387247 41.4107689, -73.4391388 41.4106245, -73.4392223 41.4105928, -73.4397262 41.4104372, -73.4401215 41.4103078)",Virginia Avenue,,,,
83940146,84022464,0,660071468,residential,,,FALSE,,TRUE,207.4239161,"LINESTRING (-73.4383031 41.4109049, -73.4382581 41.4108177, -73.4378552 41.4100262, -73.4374774 41.409146)",First Street,,,,
83940146,83981496,0,660071471,residential,,,FALSE,,FALSE,57.37611529,"LINESTRING (-73.4383031 41.4109049, -73.4383987 41.4110341, -73.4384885 41.4112896, -73.4385205 41.4113908)",First Street,,,,
83940147,83940148,0,10168594,residential,,,FALSE,,TRUE,106.2287474,"LINESTRING (-73.4401215 41.4103078, -73.4412833 41.4099161)",Virginia Avenue,,,,
83940147,84012061,0,10178101,residential,,,FALSE,,TRUE,162.290911,"LINESTRING (-73.4401215 41.4103078, -73.4393362 41.4089724)",Second Street,,,,
83940147,83940146,0,10168594,residential,,,FALSE,,FALSE,165.5860231,"LINESTRING (-73.4401215 41.4103078, -73.4397262 41.4104372, -73.4392223 41.4105928, -73.4391388 41.4106245, -73.4387247 41.4107689, -73.4384154 41.4108651, -73.4383031 41.4109049)",Virginia Avenue,,,,
83940148,83940147,0,10168594,residential,,,FALSE,,FALSE,106.2287474,"LINESTRING (-73.4412833 41.4099161, -73.4401215 41.4103078)",Virginia Avenue,,,,
83940148,83940149,0,10168594,residential,,,FALSE,,TRUE,108.342938,"LINESTRING (-73.4412833 41.4099161, -73.4424716 41.4095223)",Virginia Avenue,,,,
83940148,84046077,0,10186675,residential,,,FALSE,,TRUE,214.4033767,"LINESTRING (-73.4412833 41.4099161, -73.4409309 41.4092834, -73.4402629 41.4081464)",Third Street,,,,
83940149,83940148,0,10168594,residential,,,FALSE,,FALSE,108.342938,"LINESTRING (-73.4424716 41.4095223, -73.4412833 41.4099161)",Virginia Avenue,,,,
83940149,83940150,0,10168594,residential,,,FALSE,,TRUE,106.6590964,"LINESTRING (-73.4424716 41.4095223, -73.4436471 41.4091444)",Virginia Avenue,,,,
83940149,83978605,0,10186877,residential,,,FALSE,,FALSE,183.7914479,"LINESTRING (-73.4424716 41.4095223, -73.4433715 41.4110311)",Fourth Street,,,,
83940149,83903235,0,10186877,residential,,,FALSE,,TRUE,213.8724359,"LINESTRING (-73.4424716 41.4095223, -73.4414342 41.4077633)",Fourth Street,,,,
83940150,83940149,0,10168594,residential,,,FALSE,,FALSE,106.6590964,"LINESTRING (-73.4436471 41.4091444, -73.4424716 41.4095223)",Virginia Avenue,,,,
83940150,83940151,0,10168594,residential,,,FALSE,,TRUE,106.7627291,"LINESTRING (-73.4436471 41.4091444, -73.444815 41.4087512)",Virginia Avenue,,,,
83940150,83971354,0,10172107,residential,,,FALSE,,TRUE,214.7035607,"LINESTRING (-73.4436471 41.4091444, -73.4426101 41.4073771)",Fifth Street,,,,
83940151,83940150,0,10168594,residential,,,FALSE,,FALSE,106.7627291,"LINESTRING (-73.444815 41.4087512, -73.4436471 41.4091444)",Virginia Avenue,,,,
83940151,83940153,0,10168594,residential,,,FALSE,,TRUE,85.42120602,"LINESTRING (-73.444815 41.4087512, -73.4457604 41.4084556)",Virginia Avenue,,,,
83940151,84022054,0,10180276,residential,,,FALSE,,TRUE,214.0220216,"LINESTRING (-73.444815 41.4087512, -73.4442792 41.4078438, -73.4437774 41.4069908)",Sixth Street,,,,
83940153,83940151,0,10168594,residential,,,FALSE,,FALSE,85.42120602,"LINESTRING (-73.4457604 41.4084556, -73.444815 41.4087512)",Virginia Avenue,,,,
83940153,83940155,0,660071467,residential,,,FALSE,,TRUE,65.65761034,"LINESTRING (-73.4457604 41.4084556, -73.4465449 41.4085052)",Virginia Avenue,,,,
83940153,83978603,0,10183856,residential,,,FALSE,,TRUE,126.4181099,"LINESTRING (-73.4457604 41.4084556, -73.4457784 41.4085523, -73.4459312 41.4086294, -73.446457 41.4087902, -73.4465422 41.4088321, -73.4467566 41.4091971)",Forest Avenue,,,,
83940153,83951712,0,660071466,residential,,,FALSE,,FALSE,134.1764185,"LINESTRING (-73.4457604 41.4084556, -73.4455026 41.4079178, -73.4452451 41.4073127)",Forest Avenue,,,,
83940155,83940153,0,660071467,residential,,,FALSE,,FALSE,65.65761034,"LINESTRING (-73.4465449 41.4085052, -73.4457604 41.4084556)",Virginia Avenue,,,,
83940155,83951712,0,10169728,residential,,,FALSE,,TRUE,222.6726052,"LINESTRING (-73.4465449 41.4085052, -73.4460176 41.407229, -73.4459998 41.4071909, -73.4459679 41.4071555, -73.4459267 41.4071361, -73.4458802 41.4071325, -73.4457944 41.4071389, -73.4452451 41.4073127)",Moran Avenue,,,,
83940155,83940157,0,660071467,residential,,,FALSE,,TRUE,181.669742,"LINESTRING (-73.4465449 41.4085052, -73.4474494 41.4085765, -73.4478609 41.4086014, -73.4484823 41.4086434, -73.4487138 41.4086307)",Virginia Avenue,,,,
83940157,83955677,0,30287260,tertiary,,25 mph,FALSE,,TRUE,289.5326122,"LINESTRING (-73.4487138 41.4086307, -73.4487762 41.4086885, -73.4488553 41.4087715, -73.4489096 41.4088329, -73.4490182 41.4090054, -73.4490954 41.4091644, -73.4491671 41.4093121, -73.4493099 41.4096732, -73.4494816 41.4101847, -73.4495882 41.4104191, -73.4496713 41.4105579, -73.4497605 41.4106846, -73.450022 41.411021)",Tamarack Avenue,,,,
83940157,83940155,0,660071467,residential,,,FALSE,,FALSE,181.669742,"LINESTRING (-73.4487138 41.4086307, -73.4484823 41.4086434, -73.4478609 41.4086014, -73.4474494 41.4085765, -73.4465449 41.4085052)",Virginia Avenue,,,,
83940157,83955676,0,660071472,tertiary,,25 mph,FALSE,,FALSE,225.7870074,"LINESTRING (-73.4487138 41.4086307, -73.4484483 41.4083862, -73.4482251 41.4081415, -73.448002 41.407884, -73.4478131 41.4076201, -73.4477015 41.4074141, -73.4476243 41.407221, -73.44759 41.4070343, -73.4475986 41.4068347)",Tamarack Avenue,,,,
83940483,3459458782,0,10168628,residential,,,FALSE,,FALSE,56.12843719,"LINESTRING (-73.5035683 41.3965043, -73.5035542 41.3964642, -73.5035285 41.3963985, -73.5035052 41.3963249, -73.5034807 41.3962102, -73.5034702 41.396176, -73.5034678 41.3961427, -73.5034624 41.3961012, -73.5034631 41.3960771, -73.5034725 41.3960499, -73.50349 41.3960114)",Jandee Drive,,,,
83940483,3459458768,0,10173572,residential,,,FALSE,,FALSE,153.6610809,"LINESTRING (-73.5035683 41.3965043, -73.5045958 41.3962613, -73.5046215 41.3962533, -73.5046409 41.39624, -73.5046524 41.3962281, -73.5046515 41.3962022, -73.5046445 41.3961849, -73.5043498 41.3957651)",Hall Passway,,,,
83940483,83983732,0,10173572,residential,,,FALSE,,TRUE,64.79974815,"LINESTRING (-73.5035683 41.3965043, -73.5030164 41.3966377, -73.5028995 41.396672, -73.5028325 41.3966907)",Hall Passway,,,,
83940957,83928002,0,"[10185828, 10168686]",residential,,,FALSE,,"[False, True]",201.363565,"LINESTRING (-73.4701148 41.3965258, -73.4695054 41.3956759, -73.4685355 41.3961073)","['Durbin Street', 'Blaine Street']",,,,
83940957,83928000,0,10170160,residential,,,FALSE,,FALSE,90.34782947,"LINESTRING (-73.4701148 41.3965258, -73.4700306 41.3965481, -73.4690934 41.3967962)",Highland Avenue,,,,
83940957,83955284,0,10170160,residential,,,FALSE,,TRUE,94.06203235,"LINESTRING (-73.4701148 41.3965258, -73.4706383 41.3963777, -73.4707843 41.3963069, -73.4708958 41.3961974, -73.4709608 41.3960471)",Highland Avenue,,,,
83940977,333785743,0,10180091,residential,,,FALSE,,FALSE,11.95793522,"LINESTRING (-73.4727101 41.3918119, -73.4728442 41.3917739)",Myrtle Avenue,,,,
83940977,83921591,0,10168688,residential,,,FALSE,,FALSE,324.2507473,"LINESTRING (-73.4727101 41.3918119, -73.4734214 41.3927352, -73.4746552 41.3943366)",Laurel Street,,,,
83940977,83989202,0,10180091,residential,,,FALSE,,TRUE,139.0812926,"LINESTRING (-73.4727101 41.3918119, -73.472252 41.391922, -73.4720525 41.3919746, -73.4719344 41.3920057, -73.4716082 41.3921345, -73.4712134 41.3923406)",Myrtle Avenue,,,,
83941004,83941006,0,10168694,residential,,,FALSE,,FALSE,59.92002841,"LINESTRING (-73.503565 41.3820409, -73.5039598 41.3817511, -73.5040243 41.3817052, -73.5040873 41.381672)",Ken Oaks Drive,,,,
83941004,83969800,0,10171879,residential,,,FALSE,,FALSE,350.030988,"LINESTRING (-73.503565 41.3820409, -73.5037071 41.3821153, -73.5065777 41.3836187, -73.5069971 41.3838512)",Boulevard Drive,,,,
83941004,331866102,0,10171879,residential,,,FALSE,,TRUE,236.6661374,"LINESTRING (-73.503565 41.3820409, -73.5033819 41.3819541, -73.5028859 41.3817191, -73.5025853 41.3815767, -73.5021817 41.3813663, -73.5021062 41.3813316, -73.5019953 41.3812889, -73.5018967 41.3812519, -73.5017919 41.3812137, -73.5015621 41.3811445, -73.5014777 41.381119, -73.5013344 41.3810947, -73.5012204 41.3810797, -73.5010759 41.3810684)",Boulevard Drive,,,,
83941006,83924461,0,10168694,residential,,,FALSE,,FALSE,113.0342171,"LINESTRING (-73.5040873 41.381672, -73.5041356 41.3816549, -73.504196 41.3816438, -73.5042536 41.3816408, -73.5043086 41.3816428, -73.5043542 41.3816479, -73.5044105 41.381665, -73.5046207 41.381764, -73.5052559 41.3820924)",Ken Oaks Drive,,,,
83941006,83941004,0,10168694,residential,,,FALSE,,TRUE,59.92002841,"LINESTRING (-73.5040873 41.381672, -73.5040243 41.3817052, -73.5039598 41.3817511, -73.503565 41.3820409)",Ken Oaks Drive,,,,
83941006,331866580,0,10175499,residential,,,FALSE,,FALSE,229.1442514,"LINESTRING (-73.5040873 41.381672, -73.5040525 41.3816076, -73.5039841 41.3815241, -73.5039304 41.3814838, -73.5038862 41.3814567, -73.5038151 41.3814154, -73.5037789 41.3814023, -73.503736 41.3813842, -73.503571 41.3813269, -73.5035227 41.3813098, -73.503461 41.3812826, -73.5033934 41.3812488, -73.5030844 41.3810234, -73.502741 41.3807271, -73.5025007 41.3804953, -73.502235 41.3801979)",Kimberly Trail,,,,
83941008,83924469,0,10168694,residential,,,FALSE,,FALSE,71.08535482,"LINESTRING (-73.5075132 41.3832814, -73.5082085 41.3836509)",Ken Oaks Drive,,,,
83941008,83969800,0,10186849,residential,,,FALSE,,TRUE,76.60520318,"LINESTRING (-73.5075132 41.3832814, -73.5069971 41.3838512)",Lake Road,,,,
83941008,83924461,0,10168694,residential,,,FALSE,,TRUE,230.1114164,"LINESTRING (-73.5075132 41.3832814, -73.5062604 41.3826323, -73.5052559 41.3820924)",Ken Oaks Drive,,,,
83941012,83924469,0,10168694,residential,,,FALSE,,TRUE,69.31295078,"LINESTRING (-73.5089037 41.3839922, -73.5082085 41.3836509)",Ken Oaks Drive,,,,
83941137,7429008096,0,10168714,residential,,,FALSE,,FALSE,76.23391069,"LINESTRING (-73.4833795 41.4189555, -73.483469 41.4190565, -73.4838948 41.4195218)",South Meadow Drive,,,,
83941137,83941146,0,10168715,residential,,,FALSE,,TRUE,320.9790434,"LINESTRING (-73.4833795 41.4189555, -73.4837152 41.4187664, -73.4844513 41.4184081, -73.4845241 41.4183959, -73.4845916 41.418415, -73.48469 41.4184712, -73.4850827 41.4188778, -73.4852881 41.4190715, -73.4855131 41.4191782, -73.4857502 41.4193823, -73.4858974 41.419556, -73.4859295 41.4197277, -73.4858791 41.419833)",South Meadow Drive,,,,
83941137,84058726,0,10185794,residential,,,FALSE,,FALSE,230.0567156,"LINESTRING (-73.4833795 41.4189555, -73.4822873 41.4179348, -73.4820583 41.417834, -73.4817901 41.4177093, -73.481483 41.4174807)",Lower Lake Road,,,,
83941141,7429008096,0,10168714,residential,,,FALSE,,TRUE,108.8287748,"LINESTRING (-73.4846268 41.4203321, -73.4838948 41.4195218)",South Meadow Drive,,,,
83941141,83941146,0,10182052,residential,,,FALSE,,FALSE,118.3530086,"LINESTRING (-73.4846268 41.4203321, -73.4848947 41.4202113, -73.4853498 41.4200523, -73.4858791 41.419833)",Zinn Road,,,,
83941141,83923534,0,10182052,residential,,,FALSE,,TRUE,327.3810532,"LINESTRING (-73.4846268 41.4203321, -73.4842443 41.420645, -73.4840062 41.4208807, -73.4835714 41.4212197, -73.4834857 41.4213247, -73.4834396 41.4214381, -73.4833743 41.4217543, -73.483332 41.4218826, -73.4832768 41.4219489, -73.4831996 41.4220041, -73.483128 41.4220364, -73.4829371 41.4220845, -73.4827618 41.4220949, -73.4820236 41.4220403)",Zinn Road,,,,
83941146,83941137,0,10168715,residential,,,FALSE,,FALSE,320.9790434,"LINESTRING (-73.4858791 41.419833, -73.4859295 41.4197277, -73.4858974 41.419556, -73.4857502 41.4193823, -73.4855131 41.4191782, -73.4852881 41.4190715, -73.4850827 41.4188778, -73.48469 41.4184712, -73.4845916 41.418415, -73.4845241 41.4183959, -73.4844513 41.4184081, -73.4837152 41.4187664, -73.4833795 41.4189555)",South Meadow Drive,,,,
83941146,1377034751,0,10175446,residential,,,FALSE,,FALSE,270.8977484,"LINESTRING (-73.4858791 41.419833, -73.4869147 41.4206227, -73.4878856 41.4213948, -73.4881442 41.421579)",Coach Road,,,,
83941146,83941141,0,10182052,residential,,,FALSE,,TRUE,118.3530086,"LINESTRING (-73.4858791 41.419833, -73.4853498 41.4200523, -73.4848947 41.4202113, -73.4846268 41.4203321)",Zinn Road,,,,
83941888,83932893,0,10174214,primary,,,FALSE,,FALSE,41.09202179,"LINESTRING (-73.461764 41.3929807, -73.4613719 41.392757)",West Street,,,,
83941888,138822732,0,10168799,secondary,,,FALSE,,FALSE,62.54413081,"LINESTRING (-73.461764 41.3929807, -73.4617542 41.3930653, -73.4617387 41.3931984, -73.4617368 41.3934234, -73.4617381 41.3934832, -73.4617434 41.3935422)",Beaver Street,,,,
83941888,333774721,0,10174214,primary,,,FALSE,,TRUE,37.72113538,"LINESTRING (-73.461764 41.3929807, -73.4618882 41.3930402, -73.4619362 41.3930632, -73.462171 41.3931228)",West Street,,,,
83941890,83965627,0,10171430,secondary,,,FALSE,,TRUE,431.8846123,"LINESTRING (-73.4619042 41.3939603, -73.4616138 41.3940273, -73.4614651 41.3940616, -73.4612368 41.3941208, -73.4609629 41.3941867, -73.4604474 41.3943107, -73.4597605 41.3944759, -73.4592839 41.3945905, -73.459063 41.3946436, -73.4585738 41.3947724, -73.4584316 41.3948163, -73.4581361 41.3949076, -73.4580235 41.3949521, -73.4570727 41.3953279)",Spring Street,,,,
83941890,83941891,0,186740950,tertiary,,,FALSE,,TRUE,169.1843215,"LINESTRING (-73.4619042 41.3939603, -73.4619791 41.3941192, -73.462022 41.3943381, -73.462041 41.3945064, -73.4620557 41.3946371, -73.4620735 41.3947952, -73.4620821 41.3950464, -73.4620392 41.395291, -73.4619901 41.3954204, -73.4619753 41.3954593)",Beaver Street,,,,
83941890,138822732,0,186740951,secondary,,,FALSE,,FALSE,48.62312412,"LINESTRING (-73.4619042 41.3939603, -73.4618092 41.3937839, -73.4617858 41.3937198, -73.4617681 41.3936631, -73.4617583 41.393608, -73.4617434 41.3935422)",Beaver Street,,,,
83941891,12987759642,0,186740950,tertiary,,,FALSE,,TRUE,18.00220032,"LINESTRING (-73.4619753 41.3954593, -73.4619063 41.3956127)",Beaver Street,,,,
83941891,83941890,0,186740950,tertiary,,,FALSE,,FALSE,169.1843215,"LINESTRING (-73.4619753 41.3954593, -73.4619901 41.3954204, -73.4620392 41.395291, -73.4620821 41.3950464, -73.4620735 41.3947952, -73.4620557 41.3946371, -73.462041 41.3945064, -73.462022 41.3943381, -73.4619791 41.3941192, -73.4619042 41.3939603)",Beaver Street,,,,
83942268,83942271,0,10168836,residential,,,FALSE,,FALSE,109.6664388,"LINESTRING (-73.4776008 41.4401441, -73.4777923 41.4399456, -73.4779882 41.4397345, -73.478136 41.4395758, -73.4782204 41.4395015, -73.4783097 41.4394485, -73.478434 41.4393947)",Peck Road,,,,
83942268,83902009,0,10168836,residential,,,FALSE,,TRUE,474.356758,"LINESTRING (-73.4776008 41.4401441, -73.4772736 41.4404928, -73.4771559 41.4406408, -73.4770942 41.4407021, -73.4768964 41.4408761, -73.4765812 41.4410931, -73.4764518 41.4411822, -73.4755929 41.4417668, -73.4753609 41.441891, -73.4752037 41.441944, -73.4746737 41.4419893, -73.4740235 41.442036, -73.4738131 41.4420821, -73.4735889 41.4421531, -73.4732647 41.4423112, -73.4732065 41.4423279, -73.4730414 41.4423217)",Peck Road,,,,
83942268,84011993,0,10186184,residential,,,FALSE,,TRUE,251.0828295,"LINESTRING (-73.4776008 41.4401441, -73.4780173 41.440401, -73.4782057 41.4404933, -73.4783784 41.4405518, -73.4795069 41.4405767, -73.4795967 41.4405679, -73.479699 41.4405317, -73.4798529 41.44044, -73.4802298 41.4401618)",Marbil Road,,,,
83942271,83942273,0,10168836,residential,,,FALSE,,FALSE,120.3480087,"LINESTRING (-73.478434 41.4393947, -73.4785815 41.4393439, -73.4790777 41.4391363, -73.479243 41.439089, -73.4793457 41.4390674, -73.4795217 41.4390405, -73.4797681 41.439009)",Peck Road,,,,
83942271,83942268,0,10168836,residential,,,FALSE,,TRUE,109.6664388,"LINESTRING (-73.478434 41.4393947, -73.4783097 41.4394485, -73.4782204 41.4395015, -73.478136 41.4395758, -73.4779882 41.4397345, -73.4777923 41.4399456, -73.4776008 41.4401441)",Peck Road,,,,
83942271,8593148994,0,10174485,residential,,,FALSE,,FALSE,218.6032076,"LINESTRING (-73.478434 41.4393947, -73.4781946 41.4389433, -73.4780303 41.4386105, -73.4775449 41.4377348, -73.4774557 41.4375709)",Depalma Lane,,,,
83942273,83942271,0,10168836,residential,,,FALSE,,TRUE,120.3480087,"LINESTRING (-73.4797681 41.439009, -73.4795217 41.4390405, -73.4793457 41.4390674, -73.479243 41.439089, -73.4790777 41.4391363, -73.4785815 41.4393439, -73.478434 41.4393947)",Peck Road,,,,
83942273,84011993,0,1344896188,tertiary,2,,FALSE,,FALSE,136.9913594,"LINESTRING (-73.4797681 41.439009, -73.4798267 41.4394922, -73.4798522 41.4395978, -73.4799291 41.4398173, -73.4800956 41.4400316, -73.4802298 41.4401618)",Barnum Road,,,,
83942273,84011994,0,1344896188,tertiary,2,,FALSE,,TRUE,271.4282568,"LINESTRING (-73.4797681 41.439009, -73.4797342 41.4388085, -73.4796336 41.4384939, -73.4795304 41.4382455, -73.4793963 41.4379861, -73.4792438 41.4377494, -73.4790288 41.4374915, -73.478554 41.4369596, -73.4784307 41.4368169)",Barnum Road,,,,
83942667,83954362,0,10170035,tertiary,,,FALSE,,FALSE,49.15867254,"LINESTRING (-73.4555351 41.4220044, -73.4557163 41.4221854, -73.4559234 41.4223352)",East Pembroke Road,,,,
83942667,83954360,0,10170035,tertiary,,,FALSE,,TRUE,85.97499513,"LINESTRING (-73.4555351 41.4220044, -73.4552987 41.4215357, -73.4551868 41.4214117, -73.4550783 41.4213203)",East Pembroke Road,,,,
83942667,3525926055,0,345995098,residential,,,FALSE,,TRUE,184.4814037,"LINESTRING (-73.4555351 41.4220044, -73.4558094 41.4217438, -73.4558615 41.4216464, -73.4560665 41.421263, -73.4563885 41.420763, -73.45645 41.4205134)",Rose Lane,,,,
83942807,84012637,0,14342425,primary,,,FALSE,,FALSE,223.389039,"LINESTRING (-73.4656033 41.3913933, -73.4672169 41.38979)",Lake Avenue,,,,
83942807,83969596,0,"[10171848, 10168885]",residential,,,FALSE,,FALSE,373.8769764,"LINESTRING (-73.4656033 41.3913933, -73.4653029 41.3910843, -73.4651999 41.3909297, -73.4651795 41.3908737, -73.4651655 41.3907623, -73.4651211 41.3894125, -73.4651467 41.3893482, -73.4651978 41.389329, -73.4655269 41.3893199, -73.4657271 41.3893112, -73.4659003 41.3892749, -73.4666676 41.3889851)","['Crofut Place', 'Crofut Street']",,,,
83942807,83921572,0,14342425,primary,,,FALSE,,TRUE,107.9349657,"LINESTRING (-73.4656033 41.3913933, -73.4651287 41.3918182, -73.4649606 41.3919847, -73.4649245 41.3920205, -73.4648484 41.3920908, -73.4647879 41.3921467)",Lake Avenue,,,,
83942833,83975265,0,10184744,residential,,,FALSE,,TRUE,86.56601134,"LINESTRING (-73.423708 41.3963393, -73.4239508 41.3970962)",Westview Drive,,,,
83942833,83942841,0,10168887,residential,,,FALSE,,FALSE,348.862311,"LINESTRING (-73.423708 41.3963393, -73.4232743 41.3963707, -73.4229685 41.3962721, -73.4226392 41.3960693, -73.4221462 41.3952946, -73.4220016 41.3950449, -73.4217728 41.394797, -73.4214872 41.3946966, -73.4212144 41.3947523, -73.4209751 41.3948813, -73.4208391 41.3949761)",Beechwood Drive,,,,
83942833,84054216,0,10184744,residential,,,FALSE,,FALSE,272.8085111,"LINESTRING (-73.423708 41.3963393, -73.4236962 41.3961658, -73.4236646 41.3958097, -73.4235672 41.3955584, -73.4232464 41.3950445, -73.4228317 41.3944582, -73.4225536 41.394231, -73.4224109 41.3941736)",Westview Drive,,,,
83942841,83942833,0,10168887,residential,,,FALSE,,TRUE,348.862311,"LINESTRING (-73.4208391 41.3949761, -73.4209751 41.3948813, -73.4212144 41.3947523, -73.4214872 41.3946966, -73.4217728 41.394797, -73.4220016 41.3950449, -73.4221462 41.3952946, -73.4226392 41.3960693, -73.4229685 41.3962721, -73.4232743 41.3963707, -73.423708 41.3963393)",Beechwood Drive,,,,
83942841,83975269,0,10172560,residential,,,FALSE,,FALSE,121.7283682,"LINESTRING (-73.4208391 41.3949761, -73.4202488 41.3946628, -73.4196428 41.3943492)",Topstone Drive,,,,
83942841,83975265,0,10172560,residential,,,FALSE,,TRUE,411.6497966,"LINESTRING (-73.4208391 41.3949761, -73.4211803 41.3956743, -73.4218334 41.3968318, -73.4219233 41.3969745, -73.422067 41.3970379, -73.4222454 41.3970598, -73.4230713 41.3971133, -73.4235838 41.3971228, -73.4239508 41.3970962)",Topstone Drive,,,,
83942850,334014272,0,10168888,residential,,,FALSE,,FALSE,38.6167202,"LINESTRING (-73.4285244 41.3853145, -73.4287047 41.3851149, -73.428739 41.3850119)",Mannion's Lane,,,,
83942850,83948625,0,30286014,secondary,,,FALSE,CT 53,FALSE,136.1905252,"LINESTRING (-73.4285244 41.3853145, -73.4288849 41.3855592, -73.4289597 41.3856153, -73.4292074 41.3858012, -73.4292282 41.3858168, -73.4294771 41.3859649, -73.4296411 41.3860409, -73.429769 41.3861002)",South Street,,,,
83942850,83948624,0,30286014,secondary,,,FALSE,CT 53,TRUE,177.6877923,"LINESTRING (-73.4285244 41.3853145, -73.4282498 41.3851664, -73.4281095 41.3851138, -73.4279885 41.3850684, -73.4279408 41.3850505, -73.4276416 41.3849831, -73.4275975 41.3849732, -73.4274344 41.3849484, -73.4269576 41.384876, -73.4267252 41.3848342, -73.4265474 41.3847725)",South Street,,,,
83943045,334039974,0,10168910,residential,,,FALSE,,TRUE,203.9797121,"LINESTRING (-73.470796 41.3886567, -73.4709031 41.389012, -73.4709783 41.3892612, -73.4709984 41.3893279, -73.4710149 41.3893826, -73.4710948 41.3896476, -73.4711222 41.3897385, -73.4713969 41.3904339)",Haddad Drive,,,,
83943045,83956359,0,14342425,primary,,,FALSE,,FALSE,13.62784404,"LINESTRING (-73.470796 41.3886567, -73.470883 41.3886521, -73.4709591 41.3886502)",Lake Avenue,,,,
83943045,83993328,0,14342425,primary,,,FALSE,,TRUE,121.9402428,"LINESTRING (-73.470796 41.3886567, -73.4703988 41.3886558, -73.4696166 41.3886541, -73.4693343 41.3886535)",Lake Avenue,,,,
83943096,83943100,0,660071477,secondary,,30 mph,FALSE,CT 37,FALSE,45.66601957,"LINESTRING (-73.4580309 41.4038218, -73.4574987 41.4039183)",North Street,,,,
83943096,83989024,0,10174137,residential,,,FALSE,,FALSE,206.2639174,"LINESTRING (-73.4580309 41.4038218, -73.4581424 41.4040729, -73.4582969 41.4043111, -73.4584772 41.4045428, -73.4592411 41.4054312)",Thorpe Street,,,,
83943096,83924491,0,660071477,secondary,,30 mph,FALSE,CT 37,TRUE,119.4466186,"LINESTRING (-73.4580309 41.4038218, -73.4588291 41.403693, -73.4590114 41.4036696, -73.4591295 41.4036544, -73.4594385 41.4036286)",North Street,,,,
83943100,83968060,0,10171694,residential,,,FALSE,,TRUE,159.2964535,"LINESTRING (-73.4574987 41.4039183, -73.4569751 41.4025406)",Barnum Court,,,,
83943100,83943096,0,660071477,secondary,,30 mph,FALSE,CT 37,TRUE,45.66601957,"LINESTRING (-73.4574987 41.4039183, -73.4580309 41.4038218)",North Street,,,,
83943100,83943105,0,"[835278544, 660071477, 835278543]",secondary,,30 mph,FALSE,CT 37,FALSE,124.6229943,"LINESTRING (-73.4574987 41.4039183, -73.457351 41.4039936, -73.4571983 41.404105, -73.4571379 41.4041797, -73.4570781 41.4042531, -73.4566747 41.4048325)",North Street,yes,,,
83943105,333779933,0,30285536,tertiary,,,FALSE,,FALSE,58.17409778,"LINESTRING (-73.4566747 41.4048325, -73.4562799 41.4044012)",Balmforth Avenue,,,,
