osmid,y,x,street_count,highway,ref,geometry
60642429,41.3912241,-73.5358973,3,,,POINT (-73.5358973 41.3912241)
60642881,41.3925596,-73.5327897,3,motorway_junction,1,POINT (-73.5327897 41.3925596)
61298018,41.3904027,-73.5404794,4,traffic_signals,,POINT (-73.5404794 41.3904027)
61298022,41.388899,-73.5401497,4,traffic_signals,,POINT (-73.5401497 41.388899)
83893713,41.3630289,-73.4947307,3,,,POINT (-73.4947307 41.3630289)
83893736,41.3944848,-73.4906377,1,,,POINT (-73.4906377 41.3944848)
83893853,41.3916314,-73.5255226,3,motorway_junction,2,POINT (-73.5255226 41.3916314)
83893862,41.3919214,-73.5209858,3,traffic_signals,,POINT (-73.5209858 41.3919214)
83893878,41.3835015,-73.5250501,3,,,POINT (-73.5250501 41.3835015)
83893886,41.3838919,-73.5224805,3,,,POINT (-73.5224805 41.3838919)
83893906,41.3856691,-73.5179451,3,,,POINT (-73.5179451 41.3856691)
83895700,41.4067714,-73.4870198,3,,,POINT (-73.4870198 41.4067714)
83896466,41.4424888,-73.4284705,3,,,POINT (-73.4284705 41.4424888)
83896468,41.4432276,-73.42893,3,,,POINT (-73.42893 41.4432276)
83896876,41.3917678,-73.4859546,3,,,POINT (-73.4859546 41.3917678)
83896881,41.3936148,-73.4773964,3,,,POINT (-73.4773964 41.3936148)
83896883,41.3937886,-73.4771818,3,,,POINT (-73.4771818 41.3937886)
83897272,41.3894891,-73.5166489,3,,,POINT (-73.5166489 41.3894891)
83897279,41.3780934,-73.5334779,3,,,POINT (-73.5334779 41.3780934)
83898210,41.39388,-73.5163468,3,,,POINT (-73.5163468 41.39388)
83898283,41.3917576,-73.5180527,3,,,POINT (-73.5180527 41.3917576)
83898609,41.3802678,-73.4752261,3,traffic_signals,,POINT (-73.4752261 41.3802678)
83898618,41.3809085,-73.4739684,3,traffic_signals,,POINT (-73.4739684 41.3809085)
83898755,41.4117699,-73.4513574,3,motorway_junction,6,POINT (-73.4513574 41.4117699)
83898759,41.4108198,-73.4553512,3,,,POINT (-73.4553512 41.4108198)
83899807,41.442255,-73.4290611,3,,,POINT (-73.4290611 41.442255)
83899809,41.4427684,-73.4276539,1,,,POINT (-73.4276539 41.4427684)
83899834,41.3601305,-73.4958372,1,turning_circle,,POINT (-73.4958372 41.3601305)
83900032,41.3885042,-73.4750299,5,traffic_signals,,POINT (-73.4750299 41.3885042)
83900081,41.3849026,-73.480432,3,,,POINT (-73.480432 41.3849026)
83900290,41.33186,-73.445645,3,,,POINT (-73.445645 41.33186)
83900503,41.4041997,-73.4664917,3,,,POINT (-73.4664917 41.4041997)
83901090,41.4454599,-73.4318144,3,,,POINT (-73.4318144 41.4454599)
83901600,41.411279,-73.4521322,3,,,POINT (-73.4521322 41.411279)
83901703,41.3772883,-73.491346,4,,,POINT (-73.491346 41.3772883)
83901878,41.4493681,-73.4847865,1,turning_circle,,POINT (-73.4847865 41.4493681)
83901880,41.4085335,-73.4647267,4,,,POINT (-73.4647267 41.4085335)
83901881,41.4088856,-73.4647655,1,,,POINT (-73.4647655 41.4088856)
83902009,41.4423217,-73.4730414,4,,,POINT (-73.4730414 41.4423217)
83902943,41.3823647,-73.4751128,3,motorway_junction,9,POINT (-73.4751128 41.3823647)
83903055,41.4166764,-73.4187926,3,motorway_junction,7,POINT (-73.4187926 41.4166764)
83903140,41.4195079,-73.42603,3,,,POINT (-73.42603 41.4195079)
83903143,41.4198741,-73.4262606,3,,,POINT (-73.4262606 41.4198741)
83903158,41.4195509,-73.4259012,3,,,POINT (-73.4259012 41.4195509)
83903160,41.419919,-73.4261372,3,,,POINT (-73.4261372 41.419919)
83903235,41.4077633,-73.4414342,3,,,POINT (-73.4414342 41.4077633)
83903500,41.412819,-73.4099118,3,,,POINT (-73.4099118 41.412819)
83903510,41.4116878,-73.4118435,3,,,POINT (-73.4118435 41.4116878)
83904036,41.3994102,-73.4307614,4,traffic_signals,,POINT (-73.4307614 41.3994102)
83904081,41.4444927,-73.5119744,3,,,POINT (-73.5119744 41.4444927)
83904357,41.4128064,-73.4110511,4,traffic_signals,,POINT (-73.4110511 41.4128064)
83904364,41.4146189,-73.409484,4,traffic_signals,,POINT (-73.409484 41.4146189)
83904367,41.4149855,-73.4087559,3,,,POINT (-73.4087559 41.4149855)
83904370,41.4159121,-73.4068255,3,,,POINT (-73.4068255 41.4159121)
83905200,41.4499715,-73.4245067,3,,,POINT (-73.4245067 41.4499715)
83905521,41.4226996,-73.425781,1,,,POINT (-73.425781 41.4226996)
83905523,41.4220173,-73.4261109,3,,,POINT (-73.4261109 41.4220173)
83905539,41.4220466,-73.4270305,3,,,POINT (-73.4270305 41.4220466)
83905543,41.4222847,-73.4276825,1,,,POINT (-73.4276825 41.4222847)
83905788,41.3940548,-73.5003833,3,,,POINT (-73.5003833 41.3940548)
83905790,41.3934654,-73.5020318,1,,,POINT (-73.5020318 41.3934654)
83905806,41.3882451,-73.5026231,3,,,POINT (-73.5026231 41.3882451)
83906663,41.402725,-73.4642861,3,,,POINT (-73.4642861 41.402725)
83906665,41.404987,-73.4628374,5,traffic_signals,,POINT (-73.4628374 41.404987)
83907518,41.4363225,-73.5015825,3,,,POINT (-73.5015825 41.4363225)
83907520,41.4356172,-73.5006116,1,,,POINT (-73.5006116 41.4356172)
83907552,41.4273845,-73.4134291,3,motorway_junction,11,POINT (-73.4134291 41.4273845)
83909465,41.3686179,-73.4931581,4,,,POINT (-73.4931581 41.3686179)
83909512,41.4133436,-73.4083956,3,,,POINT (-73.4083956 41.4133436)
83909554,41.4031242,-73.462422,3,stop,,POINT (-73.462422 41.4031242)
83910589,41.421188,-73.4207036,3,motorway_junction,10,POINT (-73.4207036 41.421188)
83910591,41.4218945,-73.4198408,3,,,POINT (-73.4198408 41.4218945)
83913288,41.3853183,-73.5160101,4,,,POINT (-73.5160101 41.3853183)
83913915,41.3956468,-73.4351286,3,,,POINT (-73.4351286 41.3956468)
83914115,41.4050701,-73.4604192,3,,,POINT (-73.4604192 41.4050701)
83914263,41.457213,-73.4439731,3,,,POINT (-73.4439731 41.457213)
83914265,41.456998,-73.444,1,,,POINT (-73.444 41.456998)
83914941,41.395918,-73.4565023,3,,,POINT (-73.4565023 41.395918)
83916257,41.4498617,-73.4677454,3,,,POINT (-73.4677454 41.4498617)
83917015,41.4067323,-73.4272083,3,,,POINT (-73.4272083 41.4067323)
83917020,41.4066484,-73.4248045,3,,,POINT (-73.4248045 41.4066484)
83917022,41.4064681,-73.4243839,3,,,POINT (-73.4243839 41.4064681)
83917345,41.3910185,-73.4257372,3,traffic_signals,,POINT (-73.4257372 41.3910185)
83917350,41.3862314,-73.4232378,3,,,POINT (-73.4232378 41.3862314)
83917390,41.4269648,-73.4660268,3,,,POINT (-73.4660268 41.4269648)
83917392,41.4273356,-73.4646565,3,,,POINT (-73.4646565 41.4273356)
83917421,41.3922548,-73.4554839,3,,,POINT (-73.4554839 41.3922548)
83917422,41.3943088,-73.4571318,3,,,POINT (-73.4571318 41.3943088)
83917587,41.4118275,-73.4428121,3,,,POINT (-73.4428121 41.4118275)
83917778,41.3943951,-73.4503571,3,,,POINT (-73.4503571 41.3943951)
83917780,41.3950751,-73.4495805,4,,,POINT (-73.4495805 41.3950751)
83917799,41.3938026,-73.4478179,3,,,POINT (-73.4478179 41.3938026)
83917801,41.3938541,-73.4469081,3,,,POINT (-73.4469081 41.3938541)
83917803,41.3941718,-73.4460913,4,,,POINT (-73.4460913 41.3941718)
83917820,41.4588801,-73.4303241,3,,,POINT (-73.4303241 41.4588801)
83917822,41.4584603,-73.432224,1,,,POINT (-73.432224 41.4584603)
83918096,41.419573,-73.4410304,3,,,POINT (-73.4410304 41.419573)
83918225,41.4034073,-73.4838988,3,,,POINT (-73.4838988 41.4034073)
83918226,41.4029445,-73.4851112,1,,,POINT (-73.4851112 41.4029445)
83918980,41.4380491,-73.4326655,4,,,POINT (-73.4326655 41.4380491)
83918982,41.437639,-73.4354724,3,,,POINT (-73.4354724 41.437639)
83918984,41.4379892,-73.4374883,3,,,POINT (-73.4374883 41.4379892)
83918986,41.4377397,-73.4382744,1,turning_circle,,POINT (-73.4382744 41.4377397)
83919456,41.3646589,-73.4838036,3,,,POINT (-73.4838036 41.3646589)
83919933,41.3978976,-73.4508907,5,traffic_signals,,POINT (-73.4508907 41.3978976)
83919949,41.3958759,-73.4503413,5,traffic_signals,,POINT (-73.4503413 41.3958759)
83920100,41.4438683,-73.4500984,3,,,POINT (-73.4500984 41.4438683)
83920102,41.4438272,-73.4493012,4,,,POINT (-73.4493012 41.4438272)
83920104,41.4436349,-73.4482175,3,,,POINT (-73.4482175 41.4436349)
83920106,41.4422201,-73.4475101,3,,,POINT (-73.4475101 41.4422201)
83920108,41.4411778,-73.4468921,3,,,POINT (-73.4468921 41.4411778)
83920110,41.4402954,-73.4465055,3,,,POINT (-73.4465055 41.4402954)
83920119,41.4398002,-73.446379,3,,,POINT (-73.446379 41.4398002)
83920121,41.438747,-73.4460522,3,,,POINT (-73.4460522 41.438747)
83920252,41.4169409,-73.4211457,3,traffic_signals,,POINT (-73.4211457 41.4169409)
83920772,41.4323642,-73.5136001,3,,,POINT (-73.5136001 41.4323642)
83920777,41.435326,-73.5134179,3,,,POINT (-73.5134179 41.435326)
83920783,41.4256507,-73.413039,3,traffic_signals,,POINT (-73.413039 41.4256507)
83920978,41.3994923,-73.440507,3,,,POINT (-73.440507 41.3994923)
83920979,41.4014543,-73.4420264,4,,,POINT (-73.4420264 41.4014543)
83920980,41.4030123,-73.4432881,3,,,POINT (-73.4432881 41.4030123)
83921234,41.3975282,-73.4311222,3,,,POINT (-73.4311222 41.3975282)
83921242,41.3975936,-73.4303422,3,,,POINT (-73.4303422 41.3975936)
83921446,41.3946203,-73.464919,3,,,POINT (-73.464919 41.3946203)
83921448,41.3944518,-73.4663586,4,,,POINT (-73.4663586 41.3944518)
83921468,41.4092365,-73.4637099,3,,,POINT (-73.4637099 41.4092365)
83921470,41.4096661,-73.4599697,1,,,POINT (-73.4599697 41.4096661)
83921530,41.3974722,-73.4669305,3,,,POINT (-73.4669305 41.3974722)
83921532,41.3989016,-73.4676858,4,,,POINT (-73.4676858 41.3989016)
83921534,41.3994617,-73.4678317,3,,,POINT (-73.4678317 41.3994617)
83921536,41.4007255,-73.4681613,4,,,POINT (-73.4681613 41.4007255)
83921572,41.3921467,-73.4647879,3,,,POINT (-73.4647879 41.3921467)
83921574,41.3922765,-73.4657406,3,,,POINT (-73.4657406 41.3922765)
83921578,41.3931583,-73.469308,4,stop,,POINT (-73.469308 41.3931583)
83921580,41.394191,-73.4707038,3,,,POINT (-73.4707038 41.394191)
83921582,41.3944783,-73.4715138,3,,,POINT (-73.4715138 41.3944783)
83921584,41.3943053,-73.4725361,3,,,POINT (-73.4725361 41.3943053)
83921586,41.3942744,-73.4727057,3,,,POINT (-73.4727057 41.3942744)
83921588,41.3944562,-73.4740091,3,,,POINT (-73.4740091 41.3944562)
83921591,41.3943366,-73.4746552,3,,,POINT (-73.4746552 41.3943366)
83921593,41.3942014,-73.475256,3,,,POINT (-73.475256 41.3942014)
83921596,41.3940211,-73.475874,3,,,POINT (-73.475874 41.3940211)
83921598,41.3939567,-73.4760972,3,,,POINT (-73.4760972 41.3939567)
83921600,41.3940462,-73.477714,3,,,POINT (-73.477714 41.3940462)
83921605,41.394596,-73.4786588,3,,,POINT (-73.4786588 41.394596)
83921610,41.4004431,-73.4847406,3,,,POINT (-73.4847406 41.4004431)
83921612,41.4032804,-73.487005,3,,,POINT (-73.487005 41.4032804)
83921816,41.388354,-73.4400343,3,,,POINT (-73.4400343 41.388354)
83921818,41.3896354,-73.4408583,3,,,POINT (-73.4408583 41.3896354)
83921820,41.3907237,-73.4415535,3,,,POINT (-73.4415535 41.3907237)
83921824,41.3915543,-73.44212,3,,,POINT (-73.44212 41.3915543)
83921827,41.3926103,-73.4428238,3,,,POINT (-73.4428238 41.3926103)
83922315,41.3821204,-73.4687018,1,,,POINT (-73.4687018 41.3821204)
83922317,41.3826432,-73.4691195,3,,,POINT (-73.4691195 41.3826432)
83922423,41.415205,-73.5003007,3,,,POINT (-73.5003007 41.415205)
83922425,41.4136231,-73.4969823,3,,,POINT (-73.4969823 41.4136231)
83922427,41.4126386,-73.4958012,1,,,POINT (-73.4958012 41.4126386)
83922449,41.398271,-73.450307,3,,,POINT (-73.450307 41.398271)
83922451,41.4003405,-73.4518111,3,,,POINT (-73.4518111 41.4003405)
83922750,41.4460559,-73.4891233,3,,,POINT (-73.4891233 41.4460559)
83922812,41.3974594,-73.4361087,3,,,POINT (-73.4361087 41.3974594)
83922892,41.4445397,-73.4479473,4,,,POINT (-73.4479473 41.4445397)
83922893,41.4445649,-73.4492652,3,,,POINT (-73.4492652 41.4445649)
83923375,41.3620678,-73.449385,3,,,POINT (-73.449385 41.3620678)
83923393,41.3640026,-73.4490366,1,turning_circle,,POINT (-73.4490366 41.3640026)
83923401,41.4210152,-73.5053216,3,,,POINT (-73.5053216 41.4210152)
83923403,41.4179191,-73.5037535,4,,,POINT (-73.5037535 41.4179191)
83923534,41.4220403,-73.4820236,3,,,POINT (-73.4820236 41.4220403)
83923541,41.4302818,-73.5008224,3,,,POINT (-73.5008224 41.4302818)
83923545,41.4324743,-73.505208,3,,,POINT (-73.505208 41.4324743)
83923615,41.4368308,-73.4528619,3,,,POINT (-73.4528619 41.4368308)
83923620,41.4340455,-73.4515651,1,,,POINT (-73.4515651 41.4340455)
83923686,41.4505654,-73.4898435,3,,,POINT (-73.4898435 41.4505654)
83923688,41.4497733,-73.4895377,3,,,POINT (-73.4895377 41.4497733)
83923713,41.4435726,-73.4703729,3,,,POINT (-73.4703729 41.4435726)
83923756,41.4454217,-73.4713951,3,,,POINT (-73.4713951 41.4454217)
83923835,41.3954188,-73.451028,3,,,POINT (-73.451028 41.3954188)
83923837,41.3954982,-73.4510781,3,,,POINT (-73.4510781 41.3954982)
83923839,41.395863,-73.4513112,3,,,POINT (-73.4513112 41.395863)
83924199,41.3350982,-73.4718698,3,traffic_signals,,POINT (-73.4718698 41.3350982)
83924251,41.3992872,-73.4314856,3,,,POINT (-73.4314856 41.3992872)
83924253,41.3991105,-73.4310458,4,,,POINT (-73.4310458 41.3991105)
83924259,41.3928621,-73.4280296,3,,,POINT (-73.4280296 41.3928621)
83924261,41.3908883,-73.42655,3,,,POINT (-73.42655 41.3908883)
83924421,41.4491538,-73.4441765,3,,,POINT (-73.4441765 41.4491538)
83924425,41.4483798,-73.4464664,1,,,POINT (-73.4464664 41.4483798)
83924461,41.3820924,-73.5052559,3,,,POINT (-73.5052559 41.3820924)
83924465,41.3821029,-73.5071781,3,,,POINT (-73.5071781 41.3821029)
83924469,41.3836509,-73.5082085,3,,,POINT (-73.5082085 41.3836509)
83924491,41.4036286,-73.4594385,4,traffic_signals,,POINT (-73.4594385 41.4036286)
83924494,41.4033805,-73.4610518,4,,,POINT (-73.4610518 41.4033805)
83924513,41.3708399,-73.4754072,4,traffic_signals,,POINT (-73.4754072 41.3708399)
83924664,41.4506941,-73.4371789,3,,,POINT (-73.4371789 41.4506941)
83924678,41.4468498,-73.4308698,1,turning_circle,,POINT (-73.4308698 41.4468498)
83925200,41.4539929,-73.4711049,3,,,POINT (-73.4711049 41.4539929)
83925202,41.4541507,-73.4705255,3,,,POINT (-73.4705255 41.4541507)
83925301,41.4165832,-73.4509913,3,,,POINT (-73.4509913 41.4165832)
83925305,41.4185149,-73.4510949,3,,,POINT (-73.4510949 41.4185149)
83925307,41.4237442,-73.4522577,3,stop,,POINT (-73.4522577 41.4237442)
83925325,41.4387813,-73.4262198,3,,,POINT (-73.4262198 41.4387813)
83925329,41.4384263,-73.4271599,1,,,POINT (-73.4271599 41.4384263)
83925646,41.434864,-73.4272259,3,,,POINT (-73.4272259 41.434864)
83925863,41.4167481,-73.4621164,3,,,POINT (-73.4621164 41.4167481)
83926368,41.3983172,-73.4522115,3,,,POINT (-73.4522115 41.3983172)
83926523,41.4196769,-73.4716422,3,,,POINT (-73.4716422 41.4196769)
83926527,41.4190828,-73.4714883,1,turning_circle,,POINT (-73.4714883 41.4190828)
83926763,41.3861476,-73.4340134,3,,,POINT (-73.4340134 41.3861476)
83926766,41.3867658,-73.4335706,3,,,POINT (-73.4335706 41.3867658)
83926769,41.3872851,-73.4338888,3,,,POINT (-73.4338888 41.3872851)
83926771,41.3882415,-73.4355598,3,,,POINT (-73.4355598 41.3882415)
83926773,41.3886824,-73.4359831,3,,,POINT (-73.4359831 41.3886824)
83926777,41.3842327,-73.4324469,3,,,POINT (-73.4324469 41.3842327)
83926779,41.3846255,-73.4327816,3,,,POINT (-73.4327816 41.3846255)
83926781,41.3850376,-73.4332022,3,,,POINT (-73.4332022 41.3850376)
83926783,41.3856092,-73.4337927,4,,,POINT (-73.4337927 41.3856092)
83927412,41.3995134,-73.4377038,3,,,POINT (-73.4377038 41.3995134)
83927413,41.4002954,-73.4381812,3,,,POINT (-73.4381812 41.4002954)
83927414,41.4018406,-73.4391511,3,,,POINT (-73.4391511 41.4018406)
83927659,41.3633623,-73.4467747,3,,,POINT (-73.4467747 41.3633623)
83927666,41.361473,-73.451127,1,turning_circle,,POINT (-73.451127 41.361473)
83928000,41.3967962,-73.4690934,3,,,POINT (-73.4690934 41.3967962)
83928002,41.3961073,-73.4685355,3,,,POINT (-73.4685355 41.3961073)
83928004,41.3949354,-73.46766,3,,,POINT (-73.46766 41.3949354)
83928124,41.4402756,-73.4279569,3,,,POINT (-73.4279569 41.4402756)
83928125,41.4407871,-73.4264306,1,,,POINT (-73.4264306 41.4407871)
83928461,41.3865525,-73.4738033,3,,,POINT (-73.4738033 41.3865525)
83928462,41.3867506,-73.4719376,3,,,POINT (-73.4719376 41.3867506)
83928647,41.4153388,-73.4658599,3,,,POINT (-73.4658599 41.4153388)
83928918,41.4114586,-73.4480795,3,,,POINT (-73.4480795 41.4114586)
83929374,41.4478578,-73.4355837,3,,,POINT (-73.4355837 41.4478578)
83929735,41.3778136,-73.4586032,3,,,POINT (-73.4586032 41.3778136)
83929739,41.3771828,-73.4579364,3,,,POINT (-73.4579364 41.3771828)
83929741,41.3785542,-73.457084,3,,,POINT (-73.457084 41.3785542)
83929742,41.3779874,-73.4563287,3,,,POINT (-73.4563287 41.3779874)
83930020,41.4009225,-73.4681364,3,,,POINT (-73.4681364 41.4009225)
83930025,41.3986827,-73.4687672,3,,,POINT (-73.4687672 41.3986827)
83930027,41.3970795,-73.4680119,4,,,POINT (-73.4680119 41.3970795)
83930029,41.3952059,-73.4668275,3,,,POINT (-73.4668275 41.3952059)
83930391,41.4199701,-73.439434,3,,,POINT (-73.439434 41.4199701)
83930395,41.4202253,-73.4366099,3,,,POINT (-73.4366099 41.4202253)
83930456,41.4092206,-73.4360457,3,,,POINT (-73.4360457 41.4092206)
83930459,41.4125383,-73.4360685,3,traffic_signals,,POINT (-73.4360685 41.4125383)
83930945,41.4266269,-73.4309274,3,,,POINT (-73.4309274 41.4266269)
83931036,41.4159861,-73.4091729,3,,,POINT (-73.4091729 41.4159861)
83931038,41.4162081,-73.4073226,1,,,POINT (-73.4073226 41.4162081)
83931356,41.3853478,-73.4472514,3,,,POINT (-73.4472514 41.3853478)
83931357,41.3877627,-73.4488393,3,,,POINT (-73.4488393 41.3877627)
83931360,41.3899134,-73.4504443,3,,,POINT (-73.4504443 41.3899134)
83931546,41.4262924,-73.4856887,3,,,POINT (-73.4856887 41.4262924)
83931568,41.3852454,-73.4592383,3,,,POINT (-73.4592383 41.3852454)
83931625,41.4154437,-73.4921,3,,,POINT (-73.4921 41.4154437)
83931626,41.4146356,-73.4953745,3,,,POINT (-73.4953745 41.4146356)
83931740,41.4387397,-73.4457277,3,,,POINT (-73.4457277 41.4387397)
83931741,41.4382294,-73.4480487,4,,,POINT (-73.4480487 41.4382294)
83931742,41.4380979,-73.4485828,3,,,POINT (-73.4485828 41.4380979)
83931743,41.4380067,-73.4489093,3,,,POINT (-73.4489093 41.4380067)
83931744,41.4378773,-73.4493577,3,,,POINT (-73.4493577 41.4378773)
83931748,41.4384585,-73.4509976,3,,,POINT (-73.4509976 41.4384585)
83931750,41.4389029,-73.4523107,1,,,POINT (-73.4523107 41.4389029)
83931910,41.4492897,-73.4676683,3,,,POINT (-73.4676683 41.4492897)
83931912,41.4505145,-73.4678262,3,,,POINT (-73.4678262 41.4505145)
83932195,41.3928536,-73.4531665,3,,,POINT (-73.4531665 41.3928536)
83932197,41.3938775,-73.4540968,3,,,POINT (-73.4540968 41.3938775)
83932199,41.3945837,-73.4548427,3,,,POINT (-73.4548427 41.3945837)
83932202,41.3949358,-73.455268,1,,,POINT (-73.455268 41.3949358)
83932276,41.3468051,-73.4688999,3,traffic_signals,,POINT (-73.4688999 41.3468051)
83932545,41.4317533,-73.4392766,3,,,POINT (-73.4392766 41.4317533)
83932548,41.4324418,-73.4376879,1,,,POINT (-73.4376879 41.4324418)
83932607,41.3871176,-73.4326357,1,,,POINT (-73.4326357 41.3871176)
83932850,41.3895331,-73.4519292,3,,,POINT (-73.4519292 41.3895331)
83932852,41.3892739,-73.4523313,4,traffic_signals,,POINT (-73.4523313 41.3892739)
83932854,41.3885747,-73.4534533,3,,,POINT (-73.4534533 41.3885747)
83932856,41.3884459,-73.4536679,3,,,POINT (-73.4536679 41.3884459)
83932860,41.3872149,-73.4548653,3,,,POINT (-73.4548653 41.3872149)
83932861,41.3868783,-73.455762,3,,,POINT (-73.455762 41.3868783)
83932863,41.3865065,-73.4571642,3,,,POINT (-73.4571642 41.3865065)
83932864,41.3864496,-73.4573586,3,,,POINT (-73.4573586 41.3864496)
83932865,41.3858958,-73.4585259,4,,,POINT (-73.4585259 41.3858958)
83932866,41.3844387,-73.45999,3,,,POINT (-73.45999 41.3844387)
83932867,41.3842863,-73.4601251,3,,,POINT (-73.4601251 41.3842863)
83932869,41.383125,-73.4612517,3,,,POINT (-73.4612517 41.383125)
83932871,41.3819808,-73.4631464,3,,,POINT (-73.4631464 41.3819808)
83932873,41.3817807,-73.4634847,3,,,POINT (-73.4634847 41.3817807)
83932879,41.3825986,-73.4652614,3,traffic_signals,,POINT (-73.4652614 41.3825986)
83932887,41.3945406,-73.4564109,3,,,POINT (-73.4564109 41.3945406)
83932889,41.3938903,-73.4583936,3,,,POINT (-73.4583936 41.3938903)
83932893,41.392757,-73.4613719,3,,,POINT (-73.4613719 41.392757)
83933771,41.4059773,-73.5172805,3,,,POINT (-73.5172805 41.4059773)
83933785,41.4054256,-73.5203872,3,,,POINT (-73.5203872 41.4054256)
83933808,41.4023736,-73.5299923,3,,,POINT (-73.5299923 41.4023736)
83934194,41.3874833,-73.4594407,3,,,POINT (-73.4594407 41.3874833)
83934196,41.3895181,-73.4606337,4,traffic_signals,,POINT (-73.4606337 41.3895181)
83934198,41.3914692,-73.4618354,3,,,POINT (-73.4618354 41.3914692)
83934243,41.4395926,-73.426694,3,,,POINT (-73.426694 41.4395926)
83934247,41.4380537,-73.4247833,1,,,POINT (-73.4247833 41.4380537)
83934337,41.3950582,-73.4519721,1,,,POINT (-73.4519721 41.3950582)
83935041,41.4534757,-73.4410723,3,,,POINT (-73.4410723 41.4534757)
83935362,41.3900462,-73.459681,3,,,POINT (-73.459681 41.3900462)
83935364,41.3913955,-73.4605114,1,,,POINT (-73.4605114 41.3913955)
83935398,41.3973628,-73.4672223,3,,,POINT (-73.4672223 41.3973628)
83935400,41.3963133,-73.4666472,1,,,POINT (-73.4666472 41.3963133)
83935550,41.4185553,-73.4493545,3,,,POINT (-73.4493545 41.4185553)
83935553,41.4177028,-73.4464346,3,,,POINT (-73.4464346 41.4177028)
83935556,41.4179145,-73.4458841,3,,,POINT (-73.4458841 41.4179145)
83935558,41.4182881,-73.4449051,3,,,POINT (-73.4449051 41.4182881)
83935572,41.4199093,-73.4540395,3,,,POINT (-73.4540395 41.4199093)
83935576,41.4222791,-73.4538375,3,,,POINT (-73.4538375 41.4222791)
83936040,41.4320991,-73.4268377,3,,,POINT (-73.4268377 41.4320991)
83936137,41.4380863,-73.5149006,3,,,POINT (-73.5149006 41.4380863)
83936142,41.4363803,-73.5140984,3,,,POINT (-73.5140984 41.4363803)
83936280,41.4546215,-73.4417801,3,,,POINT (-73.4417801 41.4546215)
83936290,41.4548481,-73.4436114,1,,,POINT (-73.4436114 41.4548481)
83936764,41.4190638,-73.4377237,4,,,POINT (-73.4377237 41.4190638)
83936766,41.4209964,-73.4356897,1,,,POINT (-73.4356897 41.4209964)
83936942,41.3851535,-73.4355797,3,,,POINT (-73.4355797 41.3851535)
83936958,41.4503744,-73.4875703,3,,,POINT (-73.4875703 41.4503744)
83936960,41.4499632,-73.4890459,3,,,POINT (-73.4890459 41.4499632)
83936962,41.4487871,-73.4942436,3,,,POINT (-73.4942436 41.4487871)
83936980,41.4507215,-73.4668316,3,,,POINT (-73.4668316 41.4507215)
83936981,41.4513754,-73.4658204,1,,,POINT (-73.4658204 41.4513754)
83937574,41.4007415,-73.4819497,3,,,POINT (-73.4819497 41.4007415)
83937575,41.4028906,-73.482594,4,,,POINT (-73.482594 41.4028906)
83937579,41.3997701,-73.4760444,3,,,POINT (-73.4760444 41.3997701)
83937660,41.4408435,-73.5005881,3,,,POINT (-73.5005881 41.4408435)
83937666,41.4469767,-73.502934,1,,,POINT (-73.502934 41.4469767)
83937922,41.4418387,-73.4507714,3,,,POINT (-73.4507714 41.4418387)
83937923,41.4418607,-73.451375,1,turning_circle,,POINT (-73.451375 41.4418607)
83938142,41.4145025,-73.4750054,3,,,POINT (-73.4750054 41.4145025)
83938144,41.4127399,-73.473928,1,,,POINT (-73.473928 41.4127399)
83938319,41.4434762,-73.4285584,3,,,POINT (-73.4285584 41.4434762)
83938584,41.3921324,-73.45702,3,,,POINT (-73.45702 41.3921324)
83938620,41.4173942,-73.4564021,1,,,POINT (-73.4564021 41.4173942)
83938688,41.4318282,-73.4999924,3,,,POINT (-73.4999924 41.4318282)
83938692,41.4325871,-73.4992771,1,turning_circle,,POINT (-73.4992771 41.4325871)
83938784,41.3804154,-73.4370683,3,,,POINT (-73.4370683 41.3804154)
83938786,41.378823,-73.4368071,1,,,POINT (-73.4368071 41.378823)
83938793,41.38091,-73.4355453,3,,,POINT (-73.4355453 41.38091)
83938833,41.4536253,-73.4702253,3,,,POINT (-73.4702253 41.4536253)
83938964,41.4054104,-73.4943429,3,,,POINT (-73.4943429 41.4054104)
83938969,41.4062721,-73.4945043,1,turning_circle,,POINT (-73.4945043 41.4062721)
83939145,41.4200465,-73.4094592,3,,,POINT (-73.4094592 41.4200465)
83939151,41.4198387,-73.406857,3,,,POINT (-73.406857 41.4198387)
83939513,41.4219874,-73.4426446,1,turning_circle,,POINT (-73.4426446 41.4219874)
83939514,41.4224862,-73.4429088,3,,,POINT (-73.4429088 41.4224862)
83939520,41.4251048,-73.4448588,3,,,POINT (-73.4448588 41.4251048)
83940146,41.4109049,-73.4383031,3,,,POINT (-73.4383031 41.4109049)
83940147,41.4103078,-73.4401215,3,,,POINT (-73.4401215 41.4103078)
83940148,41.4099161,-73.4412833,3,,,POINT (-73.4412833 41.4099161)
83940149,41.4095223,-73.4424716,4,,,POINT (-73.4424716 41.4095223)
83940150,41.4091444,-73.4436471,3,,,POINT (-73.4436471 41.4091444)
83940151,41.4087512,-73.444815,3,,,POINT (-73.444815 41.4087512)
83940153,41.4084556,-73.4457604,4,,,POINT (-73.4457604 41.4084556)
83940155,41.4085052,-73.4465449,3,,,POINT (-73.4465449 41.4085052)
83940157,41.4086307,-73.4487138,3,,,POINT (-73.4487138 41.4086307)
83940483,41.3965043,-73.5035683,3,,,POINT (-73.5035683 41.3965043)
