osmid,y,x,street_count,highway,ref,geometry
7455438869,41.3852469,-73.5171894,3,,,POINT (-73.5171894 41.3852469)
7460780150,41.3888501,-73.5349632,1,turning_circle,,POINT (-73.5349632 41.3888501)
7463666944,41.3837196,-73.5240256,3,,,POINT (-73.5240256 41.3837196)
7463666955,41.3838995,-73.5223406,3,,,POINT (-73.5223406 41.3838995)
7463666961,41.383517,-73.5249855,3,,,POINT (-73.5249855 41.383517)
7808481857,41.3876029,-73.4941359,3,,,POINT (-73.4941359 41.3876029)
7855775947,41.3978728,-73.4605403,1,,,POINT (-73.4605403 41.3978728)
7877135690,41.4319792,-73.4392031,3,,,POINT (-73.4392031 41.4319792)
7908654530,41.3315789,-73.4597911,1,,,POINT (-73.4597911 41.3315789)
7908654560,41.3331201,-73.4552969,1,,,POINT (-73.4552969 41.3331201)
7921692679,41.3877355,-73.485538,1,,,POINT (-73.485538 41.3877355)
7945708524,41.4232283,-73.4571901,3,,,POINT (-73.4571901 41.4232283)
7945708535,41.4226011,-73.4576614,3,,,POINT (-73.4576614 41.4226011)
7953667456,41.4055894,-73.436418,1,,,POINT (-73.436418 41.4055894)
7959110881,41.4385514,-73.4267993,3,,,POINT (-73.4267993 41.4385514)
7959138190,41.4377365,-73.4255723,1,,,POINT (-73.4255723 41.4377365)
7960201035,41.4107364,-73.4512893,1,,,POINT (-73.4512893 41.4107364)
7979697130,41.4338461,-73.4528131,1,,,POINT (-73.4528131 41.4338461)
7984353379,41.4235517,-73.5314318,1,,,POINT (-73.5314318 41.4235517)
7990793054,41.4514453,-73.4680665,1,,,POINT (-73.4680665 41.4514453)
7990793055,41.4532657,-73.4689685,1,,,POINT (-73.4689685 41.4532657)
8079840304,41.3997207,-73.4235566,1,,,POINT (-73.4235566 41.3997207)
8132990030,41.4533787,-73.4275812,1,,,POINT (-73.4275812 41.4533787)
8141453009,41.4345757,-73.4262502,1,,,POINT (-73.4262502 41.4345757)
8146228558,41.4532593,-73.4681873,1,,,POINT (-73.4681873 41.4532593)
8259404234,41.3639655,-73.4788481,1,,,POINT (-73.4788481 41.3639655)
8297587743,41.3822213,-73.4520973,1,,,POINT (-73.4520973 41.3822213)
8333951095,41.3857614,-73.526814,2,,,POINT (-73.526814 41.3857614)
8333951102,41.3854786,-73.526596,3,,,POINT (-73.526596 41.3854786)
8333951105,41.3855178,-73.5260301,3,,,POINT (-73.5260301 41.3855178)
8333951106,41.3854616,-73.5253012,4,,,POINT (-73.5253012 41.3854616)
8333951111,41.3858964,-73.5252398,3,,,POINT (-73.5252398 41.3858964)
8435719964,41.3870389,-73.5069799,1,,,POINT (-73.5069799 41.3870389)
8500037857,41.3922641,-73.4598615,3,,,POINT (-73.4598615 41.3922641)
8500037862,41.3917409,-73.4604335,1,,,POINT (-73.4604335 41.3917409)
8500084134,41.3941202,-73.4507961,3,,,POINT (-73.4507961 41.3941202)
8559087430,41.3881221,-73.4637601,1,,,POINT (-73.4637601 41.3881221)
8593148994,41.4375709,-73.4774557,1,,,POINT (-73.4774557 41.4375709)
8593166302,41.4300964,-73.479474,3,,,POINT (-73.479474 41.4300964)
8593166303,41.4302749,-73.4794465,3,,,POINT (-73.4794465 41.4302749)
8596108676,41.4148812,-73.4431797,3,,,POINT (-73.4431797 41.4148812)
8596121760,41.4114998,-73.4481056,3,,,POINT (-73.4481056 41.4114998)
8596121780,41.4243798,-73.4498571,3,,,POINT (-73.4498571 41.4243798)
8596121781,41.4244628,-73.4500522,3,,,POINT (-73.4500522 41.4244628)
8717114987,41.366505,-73.4827898,3,,,POINT (-73.4827898 41.366505)
8738784877,41.3944529,-73.4524117,3,,,POINT (-73.4524117 41.3944529)
8738784879,41.3953512,-73.4534788,4,,,POINT (-73.4534788 41.3953512)
8738784883,41.3968996,-73.454849,4,,,POINT (-73.454849 41.3968996)
8738784884,41.3962595,-73.4542932,4,,,POINT (-73.4542932 41.3962595)
8738784886,41.3974216,-73.4555474,3,,,POINT (-73.4555474 41.3974216)
8770672952,41.4208033,-73.4188571,3,,,POINT (-73.4188571 41.4208033)
8770672958,41.4209872,-73.4198047,3,,,POINT (-73.4198047 41.4209872)
9028693471,41.4085753,-73.4562746,1,,,POINT (-73.4562746 41.4085753)
9031677210,41.3879336,-73.5267236,3,,,POINT (-73.5267236 41.3879336)
9037243862,41.415422,-73.4737111,1,turning_circle,,POINT (-73.4737111 41.415422)
9039978547,41.4038531,-73.4939544,1,,,POINT (-73.4939544 41.4038531)
9870078201,41.3853774,-73.5243081,1,,,POINT (-73.5243081 41.3853774)
9870078202,41.3853995,-73.5245708,3,,,POINT (-73.5245708 41.3853995)
9870078203,41.3840342,-73.5247832,1,,,POINT (-73.5247832 41.3840342)
10040996872,41.3781774,-73.4902999,1,,,POINT (-73.4902999 41.3781774)
10153671544,41.3853558,-73.4821364,1,,,POINT (-73.4821364 41.3853558)
10196475820,41.3844758,-73.5269228,3,,,POINT (-73.5269228 41.3844758)
10196475824,41.3839335,-73.5279132,1,turning_circle,,POINT (-73.5279132 41.3839335)
10196475826,41.3859906,-73.526768,2,,,POINT (-73.526768 41.3859906)
10196475828,41.3860443,-73.5267481,4,,,POINT (-73.5267481 41.3860443)
10196475829,41.3861055,-73.5267262,2,,,POINT (-73.5267262 41.3861055)
10196475830,41.3843461,-73.5254754,3,,,POINT (-73.5254754 41.3843461)
10196475831,41.3842845,-73.5247414,3,,,POINT (-73.5247414 41.3842845)
10196475832,41.3844105,-73.5261938,3,,,POINT (-73.5261938 41.3844105)
10316830566,41.4094454,-73.4365267,1,,,POINT (-73.4365267 41.4094454)
10768885701,41.3880086,-73.5333757,3,,,POINT (-73.5333757 41.3880086)
11258507722,41.4194719,-73.4197392,3,,,POINT (-73.4197392 41.4194719)
11270671168,41.3952656,-73.4493969,3,,,POINT (-73.4493969 41.3952656)
11270679282,41.3944408,-73.4504357,4,,,POINT (-73.4504357 41.3944408)
11358758872,41.4194441,-73.4192446,3,,,POINT (-73.4192446 41.4194441)
11358758881,41.4197173,-73.419743,3,,,POINT (-73.419743 41.4197173)
11358779367,41.4107221,-73.4127268,2,,,POINT (-73.4127268 41.4107221)
11358779368,41.4099183,-73.4138832,2,,,POINT (-73.4138832 41.4099183)
11390925024,41.4471897,-73.4288791,3,,,POINT (-73.4288791 41.4471897)
12084036112,41.372729,-73.485268,1,,,POINT (-73.485268 41.372729)
12508496120,41.3941749,-73.4520038,3,,,POINT (-73.4520038 41.3941749)
12795896477,41.409384,-73.4554724,3,traffic_signals,,POINT (-73.4554724 41.409384)
12812370647,41.3932538,-73.450977,2,,,POINT (-73.450977 41.3932538)
12871326181,41.3996051,-73.4629407,3,,,POINT (-73.4629407 41.3996051)
12987759641,41.395511,-73.4617826,3,,,POINT (-73.4617826 41.395511)
12987759642,41.3956127,-73.4619063,3,,,POINT (-73.4619063 41.3956127)
13190024287,41.3951355,-73.4496371,4,,,POINT (-73.4496371 41.3951355)
13250290648,41.4034112,-73.4245439,1,,,POINT (-73.4245439 41.4034112)
